"","Kingdom","Supergroup","Division","Class","Order","Family","Genus","Species"
"ASV6996","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV6997","Eukaryota","Rhizaria","Cercozoa","Endomyxa","Vampyrellida",NA,NA,NA
"ASV6998","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae",NA,NA
"ASV6999","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae",NA,NA
"ASV7000","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Centropages","Centropages_typicus"
"ASV7001","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Nolandida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ASV7002","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Amphifilidae","Amphifilidae_sp."
"ASV7003","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cymbella","Cymbella_affinis"
"ASV7004","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Tubulinea_X","Tubulinea_XX","Tubulinea_XXX","Tubulinea_XXX_sp."
"ASV7005","Eukaryota","Hacrobia","Haptophyta","Haptophyta_Clade_HAP1","Haptophyta_Clade_HAP1_X","Haptophyta_Clade_HAP1_XX","Haptophyta_Clade_HAP1_XXX","Haptophyta_Clade_HAP1_XXX_sp."
"ASV7006","Eukaryota","Alveolata","Ciliophora","Litostomatea",NA,NA,NA,NA
"ASV7007","Eukaryota","Hacrobia","Cryptophyta","Cryptophyceae",NA,NA,NA,NA
"ASV7008","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Nolandida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ASV7009","Eukaryota","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ASV7014","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASV7015","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Malacostraca","Nephrops","Nephrops_norvegicus"
"ASV7017","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X",NA,NA
"ASV7018","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASV7019","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASV7020","Eukaryota","Rhizaria","Cercozoa","Novel-clade-10-12","Tremulida","Tremulidae","Tremula","Tremula_sp."
"ASV7022","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes",NA,NA
"ASV7025","Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"ASV7030","Eukaryota","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX",NA,NA
"ASV7032","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ASV7033","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7034","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7035","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythium","Pythium_aphanidermatum"
"ASV7036","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASV7037","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7044","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa_X","Pterocystida","Choanocystidae","Choanocystis","Choanocystis_sp."
"ASV7045","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Bodomorphidae","Bodomorpha",NA
"ASV7046","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7047","Eukaryota","Archaeplastida","Streptophyta","Zygnemophyceae","Zygnemophyceae_X","Zygnemophyceae_XX","Cosmarium","Cosmarium_depressum"
"ASV7048","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASV7049","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Craspedida",NA,NA,NA
"ASV7050","Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Bursariomorphida","Bursariomorphida_X","Bursariomorphida_X_sp."
"ASV7051","Eukaryota","Amoebozoa","Lobosa","Discosea-Flabellinia","Vannellida","Vannellidae","Ripella","Ripella_sp."
"ASV7052","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Tubulinea_X","Tubulinea_XX","Tubulinea_XXX","Tubulinea_XXX_sp."
"ASV7053","Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Mesostoma","Mesostoma_lingua"
"ASV7054","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Nolandida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ASV7055","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Spongomonadida","Spongomonadidae","Spongomonas","Spongomonas_minima"
"ASV7057","Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"ASV7060","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Rozella","Rozella_sp."
"ASV7061","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Davidiella","Davidiella_macrospora"
"ASV7062","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Thraustochytriaceae_X","Thraustochytriaceae_X_sp."
"ASV7063","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa_X","Centroheliozoa_XX","Centroheliozoa_XXX","Centroheliozoa_XXXX","Centroheliozoa_XXXX_sp."
"ASV7064","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Nolandida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ASV7065","Eukaryota","Amoebozoa","Conosa","Variosea","Variosea_X","Mariager-Fjord-lineage","Mariager-Fjord-lineage_X","Mariager-Fjord-lineage_X_sp."
"ASV7066","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium_hirundinella"
"ASV7067","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-B2",NA,NA
"ASV7068","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Psathyrella",NA
"ASV7069","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Pinus","Pinus_taeda"
"ASV7070","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Arcellinida","Arcellinida_X",NA,NA
"ASV7073","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Arcellinida","Arcellinida_X","Pyxidicula","Pyxidicula_operculata"
"ASV7074","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellatea_X_Group_P","Choanoflagellatea_X_Group_P_X","Choanoflagellatea_X_Group_P_X_sp."
"ASV7075","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7076","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7077","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7078","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa_X","Pterocystida","Choanocystidae","Choanocystis","Choanocystis_sp."
"ASV7080","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium_hirundinella"
"ASV7082","Eukaryota","Opisthokonta","Fungi","Entomophthoromycota","Entomophthoromycotina","Entomophthorales","Basidiobolus","Basidiobolus_sp."
"ASV7083","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida","Vorticella","Vorticella_microstoma"
"ASV7084","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Chaetothyriales","Chaetothyriales_sp."
"ASV7085","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Peronosporales_X","Peronosporales_X_sp."
"ASV7086","Eukaryota","Archaeplastida","Streptophyta","Zygnemophyceae","Zygnemophyceae_X","Zygnemophyceae_XX","Spirotaenia","Spirotaenia_condensata"
"ASV7088","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7090","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Amphifilidae","Amphifilidae_sp."
"ASV7091","Eukaryota","Opisthokonta","Fungi",NA,NA,NA,NA,NA
"ASV7092","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniales_X","Oedogonium","Oedogonium_sp."
"ASV7093","Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ASV7094","Eukaryota","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Litostomatea_XXX","Litostomatea_XXX_sp."
"ASV7095","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycotina_X","Chytridiomycotina_XX","Chytridiomycotina_XX_sp."
"ASV7098","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Sordariomycetes",NA,NA
"ASV7099","Eukaryota","Alveolata","Ciliophora","Colpodea","Colpodea_X","Bursariomorphida","Bursariomorphida_X","Bursariomorphida_X_sp."
"ASV7100","Eukaryota","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Penardia-lineage","Penardia-lineage_X","Penardia-lineage_X_sp."
"ASV7101","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7102","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Oocystis","Oocystis_marssonii"
"ASV7103","Eukaryota","Opisthokonta","Fungi","Chytridiomycota","Chytridiomycotina","Chytridiomycetes","Clydaea","Clydaea_vesicula"
"ASV7104","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Borghiellaceae","Borghiella","Borghiella_tenuissima"
"ASV7105","Eukaryota","Rhizaria","Cercozoa","Novel-clade-10-12","Tremulida","Tremulidae","Tremula","Tremula_sp."
"ASV7106","Eukaryota","Stramenopiles","Ochrophyta",NA,NA,NA,NA,NA
"ASV7109","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7110","Eukaryota","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ASV7111","Eukaryota","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Leptophryidae",NA,NA
"ASV7112","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7113","Eukaryota","Rhizaria","Cercozoa","Filosa-Granofilosea","Limnofilida","Limnofilidae","Limnofilidae_X","Limnofilidae_X_sp."
"ASV7114","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ASV7115","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Cyclopidae","Cyclopidae_sp."
"ASV7116","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Psathyrella",NA
"ASV7117","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Botryococcus","Botryococcus_terribilis"
"ASV7118","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Tovelliaceae","Tovellia","Tovellia_aveirensis"
"ASV7119","Eukaryota","Rhizaria","Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ASV7120","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Euamoebida","Hartmannellidae","Hartmannellidae_X","Hartmannellidae_X_sp."
"ASV7122","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Sandonidae_X","Sandonidae_X_sp."
"ASV7124","Eukaryota","Stramenopiles","Sagenista","Sagenista_X","Sagenista_XX","Sagenista_XXX","Diplophrys","Diplophrys_sp."
"ASV7125","Eukaryota","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Collotheca","Collotheca_campanulata"
"ASV7127","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Amphifilidae","Amphifilidae_sp."
"ASV7129","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda",NA,NA
"ASV7130","Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Bicoecales","Bicoecaceae","Bicoecaceae_X","Bicoecaceae_X_sp."
"ASV7131","Eukaryota","Amoebozoa","Conosa","Variosea","Variosea_X","Schizoplasmodiids",NA,NA
"ASV7132","Eukaryota","Alveolata","Ciliophora","Ciliophora_X","Ciliophora_XX","Ciliophora_XXX","Mesodinium","Mesodinium_sp."
"ASV7133","Eukaryota","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Penardia-lineage","Penardia-lineage_X","Penardia-lineage_X_sp."
"ASV7134","Eukaryota","Hacrobia","Haptophyta","Haptophyta_Clade_HAP1","Haptophyta_Clade_HAP1_X","Haptophyta_Clade_HAP1_XX","Haptophyta_Clade_HAP1_XXX","Haptophyta_Clade_HAP1_XXX_sp."
"ASV7135","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Amphifilidae","Amphifilidae_sp."
"ASV7136","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniales_X","Oedogonium","Oedogonium_sp."
"ASV7137","Eukaryota","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","sm27-lineage","sm27-lineage_X","sm27-lineage_X_sp."
"ASV7138","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV7139","Eukaryota","Amoebozoa","Conosa","Variosea","Variosea_X","Mariager-Fjord-lineage","Mariager-Fjord-lineage_X","Mariager-Fjord-lineage_X_sp."
"ASV7142","Eukaryota","Archaeplastida","Chlorophyta","Ulvophyceae","Cladophorales","Cladophorales_X",NA,NA
"ASV7143","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Thoracosphaeraceae_X","Thoracosphaeraceae_X_sp."
"ASV7144","Eukaryota","Rhizaria","Cercozoa","Novel-clade-10-12","Tremulida","Tremulidae","Tremula","Tremula_sp."
"ASV7146","Eukaryota","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Penardia-lineage",NA,NA
"ASV7147","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Katablepharidales_XX","Katablepharidales_XX_sp."
"ASV7148","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ASV7149","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Davidiella","Davidiella_macrospora"
"ASV7150","Eukaryota","Rhizaria","Cercozoa","Filosa-Granofilosea","Limnofilida","Limnofilidae","Limnofila","Limnofila_borokensis"
"ASV7151","Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ASV7152","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Achnanthidium","Achnanthidium_minutissimum"
"ASV7153","Eukaryota","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Leptophryidae",NA,NA
"ASV7154","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Thraustochytriales","Thraustochytriaceae","Amphifilidae","Amphifilidae_sp."
"ASV7155","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Nolandida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ASV7156","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Ostracoda","Cypridopsis",NA
"ASV7157","Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X",NA,NA
"ASV7158","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Peronosporales_X","Peronosporales_X_sp."
"ASV7159","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Desmodesmus","Desmodesmus_communis"
"ASV7160","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7161","Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"ASV7162","Eukaryota","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Vampyrellida_X","Thalassomyxa","Thalassomyxa_sp."
"ASV7164","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV7165","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellatea_X_Group_P","Choanoflagellatea_X_Group_P_X","Choanoflagellatea_X_Group_P_X_sp."
"ASV7166","Eukaryota","Stramenopiles","Pseudofungi",NA,NA,NA,NA,NA
"ASV7167","Eukaryota","Archaeplastida","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellales_X","Oocystaceae","Oocystaceae_sp."
"ASV7168","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Spongomonadida","Spongomonadidae","Spongomonadidae_X","Spongomonadidae_X_sp."
"ASV7169","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ASV7170","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7171","Eukaryota","Amoebozoa","Lobosa","Tubulinea","Euamoebida","Hartmannellidae","Saccamoeba","Saccamoeba_limax"
"ASV7172","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Cyclopidae","Cyclopidae_sp."
"ASV7173","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythium","Pythium_aphanidermatum"
"ASV7177","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-B2","Naegeliella","Naegeliella_flagellifera"
"ASV7178","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae",NA,NA
"ASV7179","Eukaryota","Amoebozoa","Conosa","Variosea","Variosea_X","Schizoplasmodiids",NA,NA
"ASV7180","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-C","Chrysophyceae_Clade-C_X","Chrysophyceae_Clade-C_X_sp."
"ASV7181","Eukaryota","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ASV7182","Eukaryota","Archaeplastida","Streptophyta","Zygnemophyceae","Zygnemophyceae_X","Zygnemophyceae_XX","Spirotaenia","Spirotaenia_condensata"
"ASV7191","Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Syncystis","Syncystis_mirabilis"
"ASV7192","Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Mesostoma","Mesostoma_thamagae"
"ASV7193","Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Mesostoma","Mesostoma_thamagae"
"ASV7195","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Cocconeis","Cocconeis_littoralis"
"ASV7197","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Katablepharidales_XX","Katablepharidales_XX_sp."
"ASV7202","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ASV7203","Eukaryota","Archaeplastida","Streptophyta","Coleochaetophyceae","Coleochaetophyceae_X","Coleochaetophyceae_XX","Coleochaete","Coleochaete_scutata"
"ASV7207","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Novel-clade-2","Novel-clade-2_X","Novel-clade-2_X_sp."
"ASV7208","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7209","Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Bicoecales","Bicoecaceae","Bicosoeca","Bicosoeca_petiolata"
"ASV7210","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Novel-clade-2","Novel-clade-2_X","Novel-clade-2_X_sp."
"ASV7212","Eukaryota","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae","Paracercomonas","Paracercomonas_sp."
"ASV7213","Eukaryota","Opisthokonta","Fungi","Cryptomycota","Cryptomycotina","Cryptomycotina_X","Cryptomycotina_XX","Cryptomycotina_XX_sp."
"ASV7214","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"ASV7216","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp."
"ASV7217","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7218","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Peronosporales","Pythiaceae","Pythiaceae_sp."
"ASV7219","Eukaryota","Hacrobia","Centroheliozoa","Centroheliozoa_X","Pterocystida","Choanocystidae","Choanocystis","Choanocystis_sp."
"ASV7220","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7221","Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ASV7222","Eukaryota","Archaeplastida","Streptophyta","Coleochaetophyceae","Coleochaetophyceae_X","Coleochaetophyceae_XX","Coleochaete",NA
"ASV7223","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
"ASV7224","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Aspidiscidae","Aspidisca","Aspidisca_sp."
"ASV7225","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-G","Chrysophyceae_Clade-G_X","Chrysophyceae_Clade-G_X_sp."
"ASV7226","Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Silene","Silene_latifolia"
